# ut, nt, rtc_temp, A0, voltage
1455075812,2016-02-10 03:43:32,-4.00,406,516
1455075820,2016-02-10 03:43:40,-4.00,409,517
1455075828,2016-02-10 03:43:48,-4.00,406,515
1455075836,2016-02-10 03:43:56,-4.00,406,514
1455075844,2016-02-10 03:44:04,-4.00,408,515
1455075852,2016-02-10 03:44:12,-4.00,407,516
1455075861,2016-02-10 03:44:21,-4.00,407,516
1455075869,2016-02-10 03:44:29,-4.00,406,515
1455075877,2016-02-10 03:44:37,-4.00,407,515
1455075885,2016-02-10 03:44:45,-4.00,409,516
1455075893,2016-02-10 03:44:53,-4.00,407,515
1455075901,2016-02-10 03:45:01,-4.00,406,516
1455075909,2016-02-10 03:45:09,-4.00,407,515
1455075917,2016-02-10 03:45:17,-4.00,407,516
1455075925,2016-02-10 03:45:25,-4.00,396,516
1455075933,2016-02-10 03:45:33,-4.00,404,515
1455075941,2016-02-10 03:45:41,-4.00,406,516
1455075949,2016-02-10 03:45:49,-4.00,407,515
1455075957,2016-02-10 03:45:57,-4.00,409,514
1455075965,2016-02-10 03:46:05,-4.00,409,515
1455075974,2016-02-10 03:46:14,-4.00,410,516
1455075982,2016-02-10 03:46:22,-4.00,407,515
1455075990,2016-02-10 03:46:30,-4.00,408,517
1455075998,2016-02-10 03:46:38,-4.00,406,516
1455076006,2016-02-10 03:46:46,-4.00,406,516
1455076014,2016-02-10 03:46:54,-4.00,408,515
1455076022,2016-02-10 03:47:02,-4.00,408,515
1455076030,2016-02-10 03:47:10,-4.00,403,514
1455076038,2016-02-10 03:47:18,-4.00,399,515
1455076046,2016-02-10 03:47:26,-4.00,405,516
1455076054,2016-02-10 03:47:34,-4.00,405,516
1455076062,2016-02-10 03:47:42,-4.00,406,515
1455076070,2016-02-10 03:47:50,-4.00,407,516
1455076078,2016-02-10 03:47:58,-4.00,415,514
1455076087,2016-02-10 03:48:07,-4.00,408,516
1455076095,2016-02-10 03:48:15,-4.00,407,517
1455076103,2016-02-10 03:48:23,-4.00,407,514
1455076111,2016-02-10 03:48:31,-4.00,408,515
1455076119,2016-02-10 03:48:39,-4.00,405,515
1455076127,2016-02-10 03:48:47,-4.00,408,516
1455076135,2016-02-10 03:48:55,-4.00,407,515
1455076143,2016-02-10 03:49:03,-4.00,408,515
1455076151,2016-02-10 03:49:11,-4.00,407,514
1455076159,2016-02-10 03:49:19,-4.00,405,515
1455076167,2016-02-10 03:49:27,-4.00,407,516
1455076175,2016-02-10 03:49:35,-4.00,408,515
1455076183,2016-02-10 03:49:43,-4.00,407,516
1455076191,2016-02-10 03:49:51,-4.00,406,516
1455076199,2016-02-10 03:49:59,-4.00,408,516
1455076208,2016-02-10 03:50:08,-4.00,407,516
1455076216,2016-02-10 03:50:16,-4.00,407,515
1455076224,2016-02-10 03:50:24,-4.00,407,516
1455076232,2016-02-10 03:50:32,-4.00,406,516
1455076240,2016-02-10 03:50:40,-4.00,404,515
1455076248,2016-02-10 03:50:48,-4.00,407,516
1455076256,2016-02-10 03:50:56,-4.00,407,514
1455076264,2016-02-10 03:51:04,-4.00,405,515
1455076272,2016-02-10 03:51:12,-5.75,405,516
1455076280,2016-02-10 03:51:20,-5.75,405,515
1455076288,2016-02-10 03:51:28,-5.75,407,515
1455076296,2016-02-10 03:51:36,-5.75,405,516
1455076304,2016-02-10 03:51:44,-5.75,406,515
1455076312,2016-02-10 03:51:52,-5.75,406,517
1455076321,2016-02-10 03:52:01,-5.75,404,515
1455076329,2016-02-10 03:52:09,-5.75,406,515
1455076337,2016-02-10 03:52:17,-5.75,405,514
1455076345,2016-02-10 03:52:25,-5.75,406,516
1455076353,2016-02-10 03:52:33,-5.75,406,516
1455076361,2016-02-10 03:52:41,-5.75,404,517
1455076369,2016-02-10 03:52:49,-5.75,398,517
1455076377,2016-02-10 03:52:57,-5.75,405,515
1455076385,2016-02-10 03:53:05,-5.75,406,516
1455076393,2016-02-10 03:53:13,-5.75,405,515
1455076401,2016-02-10 03:53:21,-5.75,405,516
1455076409,2016-02-10 03:53:29,-5.75,406,516
1455076417,2016-02-10 03:53:37,-5.75,403,514
1455076425,2016-02-10 03:53:45,-5.75,407,516
1455076434,2016-02-10 03:53:54,-5.75,406,514
1455076442,2016-02-10 03:54:02,-5.75,406,516
1455076450,2016-02-10 03:54:10,-5.75,404,514
1455076458,2016-02-10 03:54:18,-5.75,405,515
1455076466,2016-02-10 03:54:26,-5.75,404,516
1455076474,2016-02-10 03:54:34,-5.75,405,516
1455076482,2016-02-10 03:54:42,-5.75,405,516
1455076490,2016-02-10 03:54:50,-5.75,406,515
1455076498,2016-02-10 03:54:58,-5.75,405,515
1455076506,2016-02-10 03:55:06,-5.75,407,515
1455076514,2016-02-10 03:55:14,-5.75,406,514
1455076522,2016-02-10 03:55:22,-5.75,405,515
1455076530,2016-02-10 03:55:30,-5.75,403,516
1455076538,2016-02-10 03:55:38,-5.75,405,517
1455076547,2016-02-10 03:55:47,-5.75,405,517
1455076555,2016-02-10 03:55:55,-5.75,405,516
1455076563,2016-02-10 03:56:03,-5.75,403,514
1455076571,2016-02-10 03:56:11,-5.75,404,515
1455076579,2016-02-10 03:56:19,-5.75,405,517
1455076587,2016-02-10 03:56:27,-5.75,407,515
1455076595,2016-02-10 03:56:35,-5.75,406,514
1455076603,2016-02-10 03:56:43,-5.75,405,515
1455076611,2016-02-10 03:56:51,-5.75,405,516
1455076619,2016-02-10 03:56:59,-5.75,406,515
1455076627,2016-02-10 03:57:07,-5.75,406,515
1455076635,2016-02-10 03:57:15,-5.75,405,515
1455076643,2016-02-10 03:57:23,-5.75,399,515
1455076651,2016-02-10 03:57:31,-5.75,405,515
1455076659,2016-02-10 03:57:39,-5.75,404,514
1455076668,2016-02-10 03:57:48,-5.75,406,515
1455076676,2016-02-10 03:57:56,-5.75,405,516
1455076684,2016-02-10 03:58:04,-5.75,404,516
1455076692,2016-02-10 03:58:12,-5.75,406,514
1455076700,2016-02-10 03:58:20,-5.75,405,515
1455076708,2016-02-10 03:58:28,-5.75,406,515
1455076716,2016-02-10 03:58:36,-5.75,404,516
1455076724,2016-02-10 03:58:44,-5.75,405,514
1455076732,2016-02-10 03:58:52,-5.75,406,516
1455076740,2016-02-10 03:59:00,-5.75,405,515
1455076748,2016-02-10 03:59:08,-5.75,405,515
1455076756,2016-02-10 03:59:16,-5.75,404,514
1455076764,2016-02-10 03:59:24,-5.75,405,515
1455076772,2016-02-10 03:59:32,-5.75,406,514
1455076781,2016-02-10 03:59:41,-5.75,406,515
1455076789,2016-02-10 03:59:49,-5.75,405,516
1455076797,2016-02-10 03:59:57,-5.75,406,515
1455076805,2016-02-10 04:00:05,-5.75,405,515
1455076813,2016-02-10 04:00:13,-5.75,406,516
1455076821,2016-02-10 04:00:21,-5.75,404,517
1455076829,2016-02-10 04:00:29,-5.75,404,514
1455076837,2016-02-10 04:00:37,-5.75,406,516
1455076845,2016-02-10 04:00:45,-5.75,405,517
1455076853,2016-02-10 04:00:53,-5.75,406,514
1455076861,2016-02-10 04:01:01,-5.75,405,515
1455076869,2016-02-10 04:01:09,-5.75,406,514
1455076877,2016-02-10 04:01:17,-5.75,406,515
1455076885,2016-02-10 04:01:25,-5.75,406,516
1455076894,2016-02-10 04:01:34,-5.75,405,515
1455076902,2016-02-10 04:01:42,-5.75,404,515
1455076910,2016-02-10 04:01:50,-5.75,405,517
1455076918,2016-02-10 04:01:58,-5.75,403,515
1455076926,2016-02-10 04:02:06,-5.75,405,516
1455076934,2016-02-10 04:02:14,-5.75,406,514
1455076942,2016-02-10 04:02:22,-5.75,406,515
1455076950,2016-02-10 04:02:30,-5.75,406,514
1455076958,2016-02-10 04:02:38,-5.75,405,517
1455076966,2016-02-10 04:02:46,-5.75,405,517
1455076974,2016-02-10 04:02:54,-5.75,405,516
1455076982,2016-02-10 04:03:02,-5.75,406,517
1455076990,2016-02-10 04:03:10,-5.75,405,516
1455076998,2016-02-10 04:03:18,-5.75,406,516
1455077007,2016-02-10 04:03:27,-5.75,406,515
1455077015,2016-02-10 04:03:35,-5.75,407,517
1455077023,2016-02-10 04:03:43,-5.75,408,516
1455077031,2016-02-10 04:03:51,-5.75,406,515
1455077039,2016-02-10 04:03:59,-5.75,404,516
1455077047,2016-02-10 04:04:07,-5.75,406,515
1455077055,2016-02-10 04:04:15,-5.75,404,515
1455077063,2016-02-10 04:04:23,-5.75,404,515
1455077071,2016-02-10 04:04:31,-5.75,405,515
1455077079,2016-02-10 04:04:39,-5.75,405,515
1455077087,2016-02-10 04:04:47,-5.75,406,515
1455077095,2016-02-10 04:04:55,-5.75,406,516
1455077103,2016-02-10 04:05:03,-5.75,406,516
1455077111,2016-02-10 04:05:11,-5.75,406,515
1455077120,2016-02-10 04:05:20,-5.75,405,515
1455077128,2016-02-10 04:05:28,-5.75,404,516
1455077136,2016-02-10 04:05:36,-5.75,404,516
1455077144,2016-02-10 04:05:44,-5.75,405,515
1455077152,2016-02-10 04:05:52,-5.75,404,514
1455077160,2016-02-10 04:06:00,-5.75,406,516
1455077168,2016-02-10 04:06:08,-5.75,398,516
1455077176,2016-02-10 04:06:16,-5.75,404,514
1455077184,2016-02-10 04:06:24,-5.75,406,515
1455077192,2016-02-10 04:06:32,-5.75,394,515
1455077200,2016-02-10 04:06:40,-5.75,403,516
1455077208,2016-02-10 04:06:48,-5.75,404,514
1455077216,2016-02-10 04:06:56,-5.75,405,515
1455077224,2016-02-10 04:07:04,-5.75,405,515
1455077232,2016-02-10 04:07:12,-5.75,404,516
1455077241,2016-02-10 04:07:21,-5.75,407,514
1455077249,2016-02-10 04:07:29,-5.75,405,516
1455077257,2016-02-10 04:07:37,-5.75,403,515
1455077265,2016-02-10 04:07:45,-5.75,403,514
1455077273,2016-02-10 04:07:53,-5.75,404,515
1455077281,2016-02-10 04:08:01,-5.75,405,514
1455077289,2016-02-10 04:08:09,-5.75,405,514
1455077297,2016-02-10 04:08:17,-5.75,404,516
1455077305,2016-02-10 04:08:25,-5.75,405,517
1455077313,2016-02-10 04:08:33,-5.75,407,516
1455077321,2016-02-10 04:08:41,-5.75,407,515
1455077329,2016-02-10 04:08:49,-5.75,405,516
1455077337,2016-02-10 04:08:57,-5.75,406,515
1455077345,2016-02-10 04:09:05,-5.75,405,516
1455077354,2016-02-10 04:09:14,-5.75,406,517
1455077362,2016-02-10 04:09:22,-5.75,404,515
1455077370,2016-02-10 04:09:30,-5.75,404,514
1455077378,2016-02-10 04:09:38,-5.75,407,514
1455077386,2016-02-10 04:09:46,-5.75,406,514
1455077394,2016-02-10 04:09:54,-5.75,405,515
1455077402,2016-02-10 04:10:02,-5.75,405,516
1455077410,2016-02-10 04:10:10,-5.75,405,516
1455077418,2016-02-10 04:10:18,-5.75,405,516
1455077426,2016-02-10 04:10:26,-5.75,406,515
1455077434,2016-02-10 04:10:34,-5.75,405,514
1455077442,2016-02-10 04:10:42,-5.75,404,515
1455077450,2016-02-10 04:10:50,-5.75,406,514
1455077458,2016-02-10 04:10:58,-5.75,405,515
1455077467,2016-02-10 04:11:07,-5.75,405,517
1455077475,2016-02-10 04:11:15,-5.75,397,515
1455077483,2016-02-10 04:11:23,-5.75,404,516
1455077491,2016-02-10 04:11:31,-5.75,404,515
1455077499,2016-02-10 04:11:39,-5.75,405,516
1455077507,2016-02-10 04:11:47,-5.75,404,516
1455077515,2016-02-10 04:11:55,-5.75,406,516
1455077523,2016-02-10 04:12:03,-5.75,404,514
1455077531,2016-02-10 04:12:11,-5.75,405,515
1455077539,2016-02-10 04:12:19,-5.75,406,516
1455077547,2016-02-10 04:12:27,-5.75,405,514
1455077555,2016-02-10 04:12:35,-5.75,404,516
1455077563,2016-02-10 04:12:43,-5.75,405,515
1455077571,2016-02-10 04:12:51,-5.75,405,517
1455077580,2016-02-10 04:13:00,-5.75,405,517
1455077588,2016-02-10 04:13:08,-5.75,405,516
1455077596,2016-02-10 04:13:16,-5.75,406,516
1455077604,2016-02-10 04:13:24,-5.75,406,516
1455077612,2016-02-10 04:13:32,-5.75,406,515
1455077620,2016-02-10 04:13:40,-5.75,406,515
1455077628,2016-02-10 04:13:48,-5.75,406,516
1455077636,2016-02-10 04:13:56,-5.75,406,514
1455077644,2016-02-10 04:14:04,-5.75,407,514
1455077652,2016-02-10 04:14:12,-5.75,408,515
1455077660,2016-02-10 04:14:20,-5.75,407,516
1455077668,2016-02-10 04:14:28,-5.75,407,515
1455077676,2016-02-10 04:14:36,-5.75,406,515
1455077684,2016-02-10 04:14:44,-4.00,407,516
1455077692,2016-02-10 04:14:52,-4.00,408,515
1455077701,2016-02-10 04:15:01,-4.00,409,517
1455077709,2016-02-10 04:15:09,-4.00,407,515
1455077717,2016-02-10 04:15:17,-4.00,408,515
1455077725,2016-02-10 04:15:25,-4.00,409,515
1455077733,2016-02-10 04:15:33,-4.00,407,515
1455077741,2016-02-10 04:15:41,-4.00,408,515
1455077749,2016-02-10 04:15:49,-4.00,395,515
1455077757,2016-02-10 04:15:57,-4.00,404,516
1455077765,2016-02-10 04:16:05,-4.00,405,516
1455077773,2016-02-10 04:16:13,-4.00,407,516
1455077781,2016-02-10 04:16:21,-4.00,407,516
1455077789,2016-02-10 04:16:29,-4.00,409,514
1455077797,2016-02-10 04:16:37,-4.00,409,514
1455077805,2016-02-10 04:16:45,-4.00,409,516
1455077814,2016-02-10 04:16:54,-4.00,408,514
1455077822,2016-02-10 04:17:02,-4.00,408,516
1455077830,2016-02-10 04:17:10,-4.00,407,514
1455077838,2016-02-10 04:17:18,-4.00,407,516
1455077846,2016-02-10 04:17:26,-4.00,408,515
1455077854,2016-02-10 04:17:34,-4.00,407,515
1455077862,2016-02-10 04:17:42,-4.00,402,515
1455077870,2016-02-10 04:17:50,-4.00,407,515
1455077878,2016-02-10 04:17:58,-4.00,407,515
1455077886,2016-02-10 04:18:06,-4.00,410,515
1455077894,2016-02-10 04:18:14,-4.00,409,516
1455077902,2016-02-10 04:18:22,-4.00,407,514
1455077910,2016-02-10 04:18:30,-4.00,407,516
1455077918,2016-02-10 04:18:38,-4.00,406,515
1455077927,2016-02-10 04:18:47,-4.00,408,517
1455077935,2016-02-10 04:18:55,-4.00,406,515
1455077943,2016-02-10 04:19:03,-4.00,406,514
1455077951,2016-02-10 04:19:11,-4.00,406,514
1455077959,2016-02-10 04:19:19,-4.00,407,515
1455077967,2016-02-10 04:19:27,-4.00,408,514
1455077975,2016-02-10 04:19:35,-4.00,406,515
1455077983,2016-02-10 04:19:43,-4.00,408,516
1455077991,2016-02-10 04:19:51,-4.00,409,515
1455077999,2016-02-10 04:19:59,-4.00,408,515
1455078007,2016-02-10 04:20:07,-4.00,406,515
1455078015,2016-02-10 04:20:15,-4.00,402,516
1455078023,2016-02-10 04:20:23,-4.00,406,516
1455078031,2016-02-10 04:20:31,-4.00,406,515
1455078040,2016-02-10 04:20:40,-4.00,407,517
1455078048,2016-02-10 04:20:48,-4.00,406,516
1455078056,2016-02-10 04:20:56,-4.00,409,515
1455078064,2016-02-10 04:21:04,-4.25,406,515
1455078072,2016-02-10 04:21:12,-4.25,400,515
1455078080,2016-02-10 04:21:20,-4.25,403,516
1455078088,2016-02-10 04:21:28,-4.25,405,516
1455078096,2016-02-10 04:21:36,-4.25,407,515
1455078104,2016-02-10 04:21:44,-4.25,406,514
1455078112,2016-02-10 04:21:52,-4.25,407,515
1455078120,2016-02-10 04:22:00,-4.25,406,515
1455078128,2016-02-10 04:22:08,-4.25,406,516
1455078136,2016-02-10 04:22:16,-4.25,407,516
1455078144,2016-02-10 04:22:24,-4.25,406,516
1455078153,2016-02-10 04:22:33,-4.25,404,517
1455078161,2016-02-10 04:22:41,-4.25,404,516
1455078169,2016-02-10 04:22:49,-4.25,405,517
1455078177,2016-02-10 04:22:57,-4.25,405,516
1455078185,2016-02-10 04:23:05,-4.25,405,515
1455078193,2016-02-10 04:23:13,-4.25,405,515
1455078201,2016-02-10 04:23:21,-4.25,406,515
1455078209,2016-02-10 04:23:29,-4.25,407,515
1455078217,2016-02-10 04:23:37,-4.25,408,516
1455078225,2016-02-10 04:23:45,-4.25,406,515
1455078233,2016-02-10 04:23:53,-4.25,406,516
1455078241,2016-02-10 04:24:01,-4.25,407,515
1455078249,2016-02-10 04:24:09,-4.25,400,517
1455078257,2016-02-10 04:24:17,-4.25,404,514
1455078266,2016-02-10 04:24:26,-4.25,405,514
1455078274,2016-02-10 04:24:34,-4.25,408,516
1455078282,2016-02-10 04:24:42,-4.25,404,515
1455078290,2016-02-10 04:24:50,-4.25,404,516
1455078298,2016-02-10 04:24:58,-4.25,406,515
1455078306,2016-02-10 04:25:06,-4.25,404,516
1455078314,2016-02-10 04:25:14,-4.25,405,514
1455078322,2016-02-10 04:25:22,-4.50,405,516
1455078330,2016-02-10 04:25:30,-4.50,407,514
1455078338,2016-02-10 04:25:38,-4.50,407,515
1455078346,2016-02-10 04:25:46,-4.50,406,515
1455078354,2016-02-10 04:25:54,-4.50,408,515
1455078362,2016-02-10 04:26:02,-4.50,406,515
1455078370,2016-02-10 04:26:10,-4.50,405,516
1455078378,2016-02-10 04:26:18,-4.50,407,516
1455078387,2016-02-10 04:26:27,-4.50,407,515
1455078395,2016-02-10 04:26:35,-4.50,408,515
1455078403,2016-02-10 04:26:43,-4.50,408,515
1455078411,2016-02-10 04:26:51,-4.50,403,516
1455078419,2016-02-10 04:26:59,-4.50,405,515
1455078427,2016-02-10 04:27:07,-4.50,407,515
1455078435,2016-02-10 04:27:15,-4.50,408,514
1455078443,2016-02-10 04:27:23,-4.50,405,517
1455078451,2016-02-10 04:27:31,-4.50,406,514
1455078459,2016-02-10 04:27:39,-4.50,408,515
1455078467,2016-02-10 04:27:47,-4.50,407,516
1455078475,2016-02-10 04:27:55,-4.50,407,516
1455078483,2016-02-10 04:28:03,-4.50,406,516
1455078491,2016-02-10 04:28:11,-4.50,406,514
1455078500,2016-02-10 04:28:20,-4.50,403,515
1455078508,2016-02-10 04:28:28,-4.50,404,517
1455078516,2016-02-10 04:28:36,-4.50,405,516
1455078524,2016-02-10 04:28:44,-4.50,416,514
1455078532,2016-02-10 04:28:52,-4.50,408,515
1455078540,2016-02-10 04:29:00,-4.50,407,515
1455078548,2016-02-10 04:29:08,-4.50,408,516
1455078556,2016-02-10 04:29:16,-4.50,405,516
1455078564,2016-02-10 04:29:24,-4.50,408,515
1455078572,2016-02-10 04:29:32,-4.50,407,514
1455078580,2016-02-10 04:29:40,-4.50,407,514
1455078588,2016-02-10 04:29:48,-4.50,407,516
1455078596,2016-02-10 04:29:56,-4.50,407,516
1455078604,2016-02-10 04:30:04,-4.50,405,516
1455078613,2016-02-10 04:30:13,-4.50,406,517
1455078621,2016-02-10 04:30:21,-4.50,403,516
1455078629,2016-02-10 04:30:29,-4.50,405,514
1455078637,2016-02-10 04:30:37,-4.50,407,517
1455078645,2016-02-10 04:30:45,-4.50,406,515
1455078653,2016-02-10 04:30:53,-4.50,406,515
1455078661,2016-02-10 04:31:01,-4.50,406,515
1455078669,2016-02-10 04:31:09,-4.50,407,515
1455078677,2016-02-10 04:31:17,-4.50,407,515
1455078685,2016-02-10 04:31:25,-4.50,405,515
1455078693,2016-02-10 04:31:33,-4.50,407,516
1455078701,2016-02-10 04:31:41,-4.50,407,516
1455078709,2016-02-10 04:31:49,-4.50,406,515
1455078717,2016-02-10 04:31:57,-4.50,407,515
1455078726,2016-02-10 04:32:06,-4.50,407,515
1455078734,2016-02-10 04:32:14,-4.50,406,517
1455078742,2016-02-10 04:32:22,-4.50,405,516
1455078750,2016-02-10 04:32:30,-4.50,407,516
1455078758,2016-02-10 04:32:38,-4.50,405,516
1455078766,2016-02-10 04:32:46,-4.75,406,517
1455078774,2016-02-10 04:32:54,-4.75,407,514
1455078782,2016-02-10 04:33:02,-4.75,406,515
1455078790,2016-02-10 04:33:10,-4.75,408,514
1455078798,2016-02-10 04:33:18,-4.75,408,515
1455078806,2016-02-10 04:33:26,-4.75,407,515
1455078814,2016-02-10 04:33:34,-4.75,406,516
1455078822,2016-02-10 04:33:42,-4.75,405,515
1455078830,2016-02-10 04:33:50,-4.75,405,514
1455078839,2016-02-10 04:33:59,-4.75,404,514
1455078847,2016-02-10 04:34:07,-4.75,407,516
1455078855,2016-02-10 04:34:15,-4.75,405,516
1455078863,2016-02-10 04:34:23,-4.75,405,516
1455078871,2016-02-10 04:34:31,-4.75,406,515
1455078879,2016-02-10 04:34:39,-4.75,406,515
1455078887,2016-02-10 04:34:47,-4.75,405,516
1455078895,2016-02-10 04:34:55,-4.75,407,515
1455078903,2016-02-10 04:35:03,-4.75,405,515
1455078911,2016-02-10 04:35:11,-4.75,406,515
1455078919,2016-02-10 04:35:19,-4.75,405,516
1455078927,2016-02-10 04:35:27,-4.75,406,515
1455078935,2016-02-10 04:35:35,-4.75,406,517
1455078943,2016-02-10 04:35:43,-4.75,407,516
1455078951,2016-02-10 04:35:51,-4.75,405,515
1455078960,2016-02-10 04:36:00,-4.75,406,516
1455078968,2016-02-10 04:36:08,-4.75,406,516
1455078976,2016-02-10 04:36:16,-4.75,393,515
1455078984,2016-02-10 04:36:24,-4.75,402,515
1455078992,2016-02-10 04:36:32,-4.75,403,515
1455079000,2016-02-10 04:36:40,-4.75,404,516
1455079008,2016-02-10 04:36:48,-4.75,401,516
1455079016,2016-02-10 04:36:56,-4.75,404,515
1455079024,2016-02-10 04:37:04,-4.75,402,516
1455079032,2016-02-10 04:37:12,-4.75,404,515
1455079040,2016-02-10 04:37:20,-4.75,405,515
1455079048,2016-02-10 04:37:28,-4.75,405,516
1455079056,2016-02-10 04:37:36,-4.75,405,516
1455079064,2016-02-10 04:37:44,-4.75,406,516
1455079073,2016-02-10 04:37:53,-4.75,406,517
1455079081,2016-02-10 04:38:01,-4.75,406,516
1455079089,2016-02-10 04:38:09,-4.75,406,515
1455079097,2016-02-10 04:38:17,-4.75,406,515
1455079105,2016-02-10 04:38:25,-4.75,404,514
1455079113,2016-02-10 04:38:33,-4.75,405,515
1455079121,2016-02-10 04:38:41,-4.75,405,517
1455079129,2016-02-10 04:38:49,-4.75,404,516
1455079137,2016-02-10 04:38:57,-4.75,406,515
1455079145,2016-02-10 04:39:05,-4.75,406,515
1455079153,2016-02-10 04:39:13,-4.75,404,516
1455079161,2016-02-10 04:39:21,-4.75,404,516
1455079169,2016-02-10 04:39:29,-4.75,406,514
1455079177,2016-02-10 04:39:37,-4.75,405,515
1455079186,2016-02-10 04:39:46,-4.75,406,516
1455079194,2016-02-10 04:39:54,-4.75,407,515
1455079202,2016-02-10 04:40:02,-4.75,406,515
1455079210,2016-02-10 04:40:10,-4.75,407,516
1455079218,2016-02-10 04:40:18,-4.75,403,517
1455079226,2016-02-10 04:40:26,-4.75,406,515
1455079234,2016-02-10 04:40:34,-4.75,406,516
1455079242,2016-02-10 04:40:42,-4.75,406,516
1455079250,2016-02-10 04:40:50,-4.75,406,517
1455079258,2016-02-10 04:40:58,-4.75,406,517
1455079266,2016-02-10 04:41:06,-4.75,406,516
1455079274,2016-02-10 04:41:14,-4.75,407,516
1455079282,2016-02-10 04:41:22,-3.00,409,515
1455079290,2016-02-10 04:41:30,-3.00,407,515
1455079299,2016-02-10 04:41:39,-3.00,407,515
1455079307,2016-02-10 04:41:47,-3.00,408,515
1455079315,2016-02-10 04:41:55,-3.00,409,517
1455079323,2016-02-10 04:42:03,-3.00,408,516
1455079331,2016-02-10 04:42:11,-3.00,407,516
1455079339,2016-02-10 04:42:19,-3.00,407,516
1455079347,2016-02-10 04:42:27,-3.00,407,517
1455079355,2016-02-10 04:42:35,-3.00,407,516
1455079363,2016-02-10 04:42:43,-3.00,407,517
1455079371,2016-02-10 04:42:51,-3.00,408,515
1455079379,2016-02-10 04:42:59,-3.00,409,516
1455079387,2016-02-10 04:43:07,-3.00,409,516
1455079395,2016-02-10 04:43:15,-3.00,406,515
1455079403,2016-02-10 04:43:23,-3.00,408,515
1455079412,2016-02-10 04:43:32,-3.00,407,515
1455079420,2016-02-10 04:43:40,-3.00,408,516
1455079428,2016-02-10 04:43:48,-3.00,409,515
1455079436,2016-02-10 04:43:56,-3.00,408,516
1455079444,2016-02-10 04:44:04,-3.00,407,517
1455079452,2016-02-10 04:44:12,-3.00,408,515
1455079460,2016-02-10 04:44:20,-3.00,408,515
1455079468,2016-02-10 04:44:28,-3.00,408,515
1455079476,2016-02-10 04:44:36,-3.00,407,516
1455079484,2016-02-10 04:44:44,-3.00,409,517
1455079492,2016-02-10 04:44:52,-3.00,412,515
1455079500,2016-02-10 04:45:00,-3.00,410,515
1455079508,2016-02-10 04:45:08,-3.00,410,514
1455079516,2016-02-10 04:45:16,-3.00,406,515
1455079525,2016-02-10 04:45:25,-3.00,407,514
1455079533,2016-02-10 04:45:33,-3.00,409,515
1455079541,2016-02-10 04:45:41,-3.00,409,515
1455079549,2016-02-10 04:45:49,-3.00,409,516
1455079557,2016-02-10 04:45:57,-3.00,408,516
1455079565,2016-02-10 04:46:05,-3.00,407,517
1455079573,2016-02-10 04:46:13,-3.00,406,516
1455079581,2016-02-10 04:46:21,-3.00,407,515
1455079589,2016-02-10 04:46:29,-3.00,404,514
1455079597,2016-02-10 04:46:37,-3.00,407,516
1455079605,2016-02-10 04:46:45,-3.00,408,517
1455079613,2016-02-10 04:46:53,-3.00,407,516
1455079621,2016-02-10 04:47:01,-3.00,408,517
1455079629,2016-02-10 04:47:09,-3.00,408,516
1455079637,2016-02-10 04:47:17,-3.00,409,515
1455079646,2016-02-10 04:47:26,-3.00,408,515
1455079654,2016-02-10 04:47:34,-3.00,408,516
1455079662,2016-02-10 04:47:42,-3.25,408,516
1455079670,2016-02-10 04:47:50,-3.25,408,515
1455079678,2016-02-10 04:47:58,-3.25,406,514
1455079686,2016-02-10 04:48:06,-3.25,406,515
1455079694,2016-02-10 04:48:14,-3.25,406,516
1455079702,2016-02-10 04:48:22,-3.25,406,515
1455079710,2016-02-10 04:48:30,-3.25,408,515
1455079718,2016-02-10 04:48:38,-3.25,406,515
1455079726,2016-02-10 04:48:46,-3.25,405,517
1455079734,2016-02-10 04:48:54,-3.25,406,515
1455079742,2016-02-10 04:49:02,-3.25,407,515
1455079750,2016-02-10 04:49:10,-3.25,405,516
1455079759,2016-02-10 04:49:19,-3.25,406,516
1455079767,2016-02-10 04:49:27,-3.25,407,515
1455079775,2016-02-10 04:49:35,-3.25,405,515
1455079783,2016-02-10 04:49:43,-3.25,405,515
1455079791,2016-02-10 04:49:51,-3.25,402,516
1455079799,2016-02-10 04:49:59,-3.25,404,516
1455079807,2016-02-10 04:50:07,-3.25,406,515
1455079815,2016-02-10 04:50:15,-3.25,402,516
1455079823,2016-02-10 04:50:23,-3.25,404,515
1455079831,2016-02-10 04:50:31,-3.25,407,515
1455079839,2016-02-10 04:50:39,-3.25,406,515
1455079847,2016-02-10 04:50:47,-3.25,406,516
1455079855,2016-02-10 04:50:55,-3.25,407,516
1455079863,2016-02-10 04:51:03,-3.25,406,516
1455079872,2016-02-10 04:51:12,-3.25,406,515
1455079880,2016-02-10 04:51:20,-3.25,405,515
1455079888,2016-02-10 04:51:28,-3.25,404,514
1455079896,2016-02-10 04:51:36,-3.25,405,515
1455079904,2016-02-10 04:51:44,-3.25,405,514
1455079912,2016-02-10 04:51:52,-3.25,405,516
1455079920,2016-02-10 04:52:00,-3.25,408,515
1455079928,2016-02-10 04:52:08,-3.25,404,515
1455079936,2016-02-10 04:52:16,-3.25,404,516
1455079944,2016-02-10 04:52:24,-3.25,403,514
1455079952,2016-02-10 04:52:32,-3.25,404,516
1455079960,2016-02-10 04:52:40,-3.25,404,516
1455079968,2016-02-10 04:52:48,-3.25,408,515
1455079976,2016-02-10 04:52:56,-3.25,408,516
