# ut, nt, rtc_temp, A0, voltage
1455094375,2016-02-10 08:52:55, 1.50,411,516
1455094383,2016-02-10 08:53:03, 2.00,413,517
1455094391,2016-02-10 08:53:11, 2.00,412,516
1455094399,2016-02-10 08:53:19, 2.00,413,517
1455094407,2016-02-10 08:53:27, 2.00,413,516
1455094415,2016-02-10 08:53:35, 2.00,413,515
1455094423,2016-02-10 08:53:43, 2.00,413,515
1455094431,2016-02-10 08:53:51, 2.00,412,517
1455094439,2016-02-10 08:53:59, 2.00,414,517
1455094447,2016-02-10 08:54:07, 2.00,412,517
1455094455,2016-02-10 08:54:15, 2.00,413,515
1455094463,2016-02-10 08:54:23, 2.00,412,515
1455094471,2016-02-10 08:54:31, 2.00,411,516
1455094479,2016-02-10 08:54:39, 2.00,412,517
1455094488,2016-02-10 08:54:48, 2.00,412,516
1455094496,2016-02-10 08:54:56, 2.00,412,516
1455094504,2016-02-10 08:55:04, 2.00,412,515
1455094512,2016-02-10 08:55:12, 2.00,412,514
1455094520,2016-02-10 08:55:20, 2.00,412,515
1455094528,2016-02-10 08:55:28, 2.00,412,516
1455094536,2016-02-10 08:55:36, 2.00,412,516
1455094544,2016-02-10 08:55:44, 2.00,412,517
1455094552,2016-02-10 08:55:52, 2.00,400,515
1455094560,2016-02-10 08:56:00, 2.00,411,517
1455094568,2016-02-10 08:56:08, 2.00,410,516
1455094576,2016-02-10 08:56:16, 2.00,412,517
1455094584,2016-02-10 08:56:24, 2.00,412,516
1455094592,2016-02-10 08:56:32, 2.00,412,515
1455094601,2016-02-10 08:56:41, 2.00,411,515
1455094609,2016-02-10 08:56:49, 2.00,411,517
1455094617,2016-02-10 08:56:57, 2.00,412,517
1455094625,2016-02-10 08:57:05, 2.00,412,515
1455094633,2016-02-10 08:57:13, 2.00,413,517
1455094641,2016-02-10 08:57:21, 2.00,410,517
1455094649,2016-02-10 08:57:29, 2.00,410,515
1455094657,2016-02-10 08:57:37, 2.00,411,515
1455094665,2016-02-10 08:57:45, 2.00,412,515
1455094673,2016-02-10 08:57:53, 2.00,410,516
1455094681,2016-02-10 08:58:01, 2.00,413,517
1455094689,2016-02-10 08:58:09, 2.00,413,516
1455094697,2016-02-10 08:58:17, 2.00,412,515
1455094705,2016-02-10 08:58:25, 2.00,413,516
1455094714,2016-02-10 08:58:34, 2.00,413,516
1455094722,2016-02-10 08:58:42, 2.00,412,515
1455094730,2016-02-10 08:58:50, 2.00,412,515
1455094738,2016-02-10 08:58:58, 2.00,413,516
1455094746,2016-02-10 08:59:06, 2.00,413,517
1455094754,2016-02-10 08:59:14, 2.00,412,516
1455094762,2016-02-10 08:59:22, 2.00,411,515
1455094770,2016-02-10 08:59:30, 2.00,412,515
1455094778,2016-02-10 08:59:38, 2.00,413,516
1455094786,2016-02-10 08:59:46, 2.00,412,515
1455094794,2016-02-10 08:59:54, 2.00,412,517
1455094802,2016-02-10 09:00:02, 2.00,411,516
1455094810,2016-02-10 09:00:10, 2.00,407,517
1455094818,2016-02-10 09:00:18, 2.00,411,516
1455094827,2016-02-10 09:00:27, 2.00,412,516
1455094835,2016-02-10 09:00:35, 2.00,420,516
1455094843,2016-02-10 09:00:43, 2.00,414,517
1455094851,2016-02-10 09:00:51, 2.00,413,515
1455094859,2016-02-10 09:00:59, 2.00,413,515
1455094867,2016-02-10 09:01:07, 2.00,413,515
1455094875,2016-02-10 09:01:15, 2.00,413,517
1455094883,2016-02-10 09:01:23, 2.00,412,515
1455094891,2016-02-10 09:01:31, 2.00,413,515
1455094899,2016-02-10 09:01:39, 2.00,412,516
1455094907,2016-02-10 09:01:47, 2.00,412,517
1455094915,2016-02-10 09:01:55, 2.00,408,516
1455094923,2016-02-10 09:02:03, 2.00,410,516
1455094931,2016-02-10 09:02:11, 2.00,413,516
1455094940,2016-02-10 09:02:20, 2.00,412,516
1455094948,2016-02-10 09:02:28, 2.00,411,515
1455094956,2016-02-10 09:02:36, 2.00,411,515
1455094964,2016-02-10 09:02:44, 2.25,413,517
1455094972,2016-02-10 09:02:52, 2.25,410,517
1455094980,2016-02-10 09:03:00, 2.25,409,517
1455094988,2016-02-10 09:03:08, 2.25,407,515
1455094996,2016-02-10 09:03:16, 2.25,411,517
1455095004,2016-02-10 09:03:24, 2.25,410,517
1455095012,2016-02-10 09:03:32, 2.25,408,516
1455095020,2016-02-10 09:03:40, 2.25,409,515
1455095028,2016-02-10 09:03:48, 2.25,409,515
1455095036,2016-02-10 09:03:56, 2.25,409,516
1455095044,2016-02-10 09:04:04, 2.25,400,517
1455095053,2016-02-10 09:04:13, 2.25,406,515
1455095061,2016-02-10 09:04:21, 2.25,405,516
1455095069,2016-02-10 09:04:29, 2.25,407,515
1455095077,2016-02-10 09:04:37, 2.25,409,515
1455095085,2016-02-10 09:04:45, 2.25,408,516
1455095093,2016-02-10 09:04:53, 2.25,408,517
1455095101,2016-02-10 09:05:01, 2.25,410,516
1455095109,2016-02-10 09:05:09, 2.25,408,517
1455095117,2016-02-10 09:05:17, 2.25,407,517
1455095125,2016-02-10 09:05:25, 2.25,407,517
1455095133,2016-02-10 09:05:33, 2.25,409,515
1455095141,2016-02-10 09:05:41, 2.25,408,515
1455095149,2016-02-10 09:05:49, 2.25,408,515
1455095157,2016-02-10 09:05:57, 2.25,408,517
1455095166,2016-02-10 09:06:06, 2.25,408,515
1455095174,2016-02-10 09:06:14, 2.25,410,516
1455095182,2016-02-10 09:06:22, 2.25,409,515
1455095190,2016-02-10 09:06:30, 2.25,411,516
1455095198,2016-02-10 09:06:38, 2.25,411,516
1455095206,2016-02-10 09:06:46, 2.25,411,516
1455095214,2016-02-10 09:06:54, 2.25,409,516
1455095222,2016-02-10 09:07:02, 2.25,409,515
1455095230,2016-02-10 09:07:10, 2.25,412,517
1455095238,2016-02-10 09:07:18, 2.25,412,516
1455095246,2016-02-10 09:07:26, 2.25,412,515
1455095254,2016-02-10 09:07:34, 2.25,411,515
1455095262,2016-02-10 09:07:42, 2.25,411,514
1455095270,2016-02-10 09:07:50, 2.25,408,515
1455095279,2016-02-10 09:07:59, 2.25,410,516
1455095287,2016-02-10 09:08:07, 2.25,412,515
1455095295,2016-02-10 09:08:15, 2.25,412,515
1455095303,2016-02-10 09:08:23, 2.25,412,515
1455095311,2016-02-10 09:08:31, 2.25,411,515
1455095319,2016-02-10 09:08:39, 2.25,410,515
1455095327,2016-02-10 09:08:47, 2.25,412,515
1455095335,2016-02-10 09:08:55, 2.25,412,516
1455095343,2016-02-10 09:09:03, 2.25,411,515
1455095351,2016-02-10 09:09:11, 2.25,412,517
1455095359,2016-02-10 09:09:19, 2.25,411,515
1455095367,2016-02-10 09:09:27, 2.25,413,516
1455095375,2016-02-10 09:09:35, 2.25,411,516
1455095383,2016-02-10 09:09:43, 2.25,412,517
1455095391,2016-02-10 09:09:51, 2.25,413,516
1455095400,2016-02-10 09:10:00, 2.25,413,516
1455095408,2016-02-10 09:10:08, 2.25,412,516
1455095416,2016-02-10 09:10:16, 2.25,412,516
1455095424,2016-02-10 09:10:24, 2.25,411,515
1455095432,2016-02-10 09:10:32, 2.25,413,517
1455095440,2016-02-10 09:10:40, 2.25,412,516
1455095448,2016-02-10 09:10:48, 2.25,410,516
1455095456,2016-02-10 09:10:56, 2.25,411,515
1455095464,2016-02-10 09:11:04, 2.25,412,515
1455095472,2016-02-10 09:11:12, 2.25,412,517
1455095480,2016-02-10 09:11:20, 2.25,410,516
1455095488,2016-02-10 09:11:28, 2.25,412,517
1455095496,2016-02-10 09:11:36, 2.25,413,516
1455095505,2016-02-10 09:11:45, 2.25,413,516
1455095513,2016-02-10 09:11:53, 2.25,413,517
1455095521,2016-02-10 09:12:01, 2.25,411,514
1455095529,2016-02-10 09:12:09, 2.25,412,516
1455095537,2016-02-10 09:12:17, 2.25,411,516
1455095545,2016-02-10 09:12:25, 2.25,412,517
1455095553,2016-02-10 09:12:33, 2.25,412,516
1455095561,2016-02-10 09:12:41, 2.25,412,516
1455095569,2016-02-10 09:12:49, 2.25,412,516
1455095577,2016-02-10 09:12:57, 2.25,414,515
1455095585,2016-02-10 09:13:05, 2.25,413,514
1455095593,2016-02-10 09:13:13, 2.25,414,515
1455095601,2016-02-10 09:13:21, 2.25,414,516
1455095609,2016-02-10 09:13:29, 2.25,413,517
1455095618,2016-02-10 09:13:38, 2.25,414,516
1455095626,2016-02-10 09:13:46, 2.25,414,515
1455095634,2016-02-10 09:13:54, 2.25,413,516
1455095642,2016-02-10 09:14:02, 2.25,413,517
1455095650,2016-02-10 09:14:10, 2.25,411,515
1455095658,2016-02-10 09:14:18, 2.25,412,516
1455095666,2016-02-10 09:14:26, 2.25,413,517
1455095674,2016-02-10 09:14:34, 2.25,413,516
1455095682,2016-02-10 09:14:42, 2.25,412,517
1455095690,2016-02-10 09:14:50, 2.25,411,516
1455095698,2016-02-10 09:14:58, 2.25,411,515
1455095706,2016-02-10 09:15:06, 2.25,410,517
1455095714,2016-02-10 09:15:14, 2.25,410,515
1455095722,2016-02-10 09:15:22, 2.25,411,516
1455095730,2016-02-10 09:15:30, 2.25,412,516
1455095739,2016-02-10 09:15:39, 2.25,413,515
1455095747,2016-02-10 09:15:47, 2.25,410,516
1455095755,2016-02-10 09:15:55, 2.25,410,515
1455095763,2016-02-10 09:16:03, 2.25,410,516
1455095771,2016-02-10 09:16:11, 2.25,411,516
1455095779,2016-02-10 09:16:19, 2.25,411,516
1455095787,2016-02-10 09:16:27, 2.25,411,516
1455095795,2016-02-10 09:16:35, 2.50,411,517
1455095803,2016-02-10 09:16:43, 2.50,413,516
1455095811,2016-02-10 09:16:51, 2.50,410,516
1455095819,2016-02-10 09:16:59, 2.50,413,516
1455095827,2016-02-10 09:17:07, 2.50,410,515
1455095835,2016-02-10 09:17:15, 2.50,410,517
1455095843,2016-02-10 09:17:23, 2.50,411,516
1455095852,2016-02-10 09:17:32, 2.50,408,515
1455095860,2016-02-10 09:17:40, 2.50,409,516
1455095868,2016-02-10 09:17:48, 2.50,410,515
1455095876,2016-02-10 09:17:56, 2.50,411,516
1455095884,2016-02-10 09:18:04, 2.50,412,516
1455095892,2016-02-10 09:18:12, 2.50,409,515
1455095900,2016-02-10 09:18:20, 2.50,410,515
1455095908,2016-02-10 09:18:28, 2.50,409,515
1455095916,2016-02-10 09:18:36, 2.50,410,516
1455095924,2016-02-10 09:18:44, 2.50,405,515
1455095932,2016-02-10 09:18:52, 2.50,409,515
1455095940,2016-02-10 09:19:00, 2.50,411,517
1455095948,2016-02-10 09:19:08, 2.50,409,515
1455095956,2016-02-10 09:19:16, 2.50,409,515
1455095965,2016-02-10 09:19:25, 2.50,412,515
1455095973,2016-02-10 09:19:33, 2.50,411,516
1455095981,2016-02-10 09:19:41, 2.50,412,516
1455095989,2016-02-10 09:19:49, 2.50,410,515
1455095997,2016-02-10 09:19:57, 2.50,410,516
1455096005,2016-02-10 09:20:05, 2.50,411,515
1455096013,2016-02-10 09:20:13, 2.50,412,515
1455096021,2016-02-10 09:20:21, 2.50,411,516
1455096029,2016-02-10 09:20:29, 2.50,413,516
1455096037,2016-02-10 09:20:37, 2.50,412,515
1455096045,2016-02-10 09:20:45, 2.50,413,515
1455096053,2016-02-10 09:20:53, 2.50,413,517
1455096061,2016-02-10 09:21:01, 2.50,412,516
1455096069,2016-02-10 09:21:09, 2.50,412,515
1455096078,2016-02-10 09:21:18, 2.50,413,516
1455096086,2016-02-10 09:21:26, 2.50,414,515
1455096094,2016-02-10 09:21:34, 2.50,412,516
1455096102,2016-02-10 09:21:42, 2.50,410,516
1455096110,2016-02-10 09:21:50, 2.50,410,515
1455096118,2016-02-10 09:21:58, 2.50,410,515
1455096126,2016-02-10 09:22:06, 2.50,410,515
1455096134,2016-02-10 09:22:14, 2.50,412,516
1455096142,2016-02-10 09:22:22, 2.50,410,515
1455096150,2016-02-10 09:22:30, 2.50,411,515
1455096158,2016-02-10 09:22:38, 2.50,412,516
1455096166,2016-02-10 09:22:46, 2.50,413,515
1455096174,2016-02-10 09:22:54, 2.50,413,516
1455096182,2016-02-10 09:23:02, 2.50,410,515
1455096191,2016-02-10 09:23:11, 2.50,412,515
1455096199,2016-02-10 09:23:19, 2.50,411,516
1455096207,2016-02-10 09:23:27, 2.50,411,516
1455096215,2016-02-10 09:23:35, 2.50,411,516
1455096223,2016-02-10 09:23:43, 2.50,410,516
1455096231,2016-02-10 09:23:51, 2.50,411,516
1455096239,2016-02-10 09:23:59, 2.50,412,515
1455096247,2016-02-10 09:24:07, 2.50,413,517
1455096255,2016-02-10 09:24:15, 2.50,412,515
1455096263,2016-02-10 09:24:23, 2.50,412,517
1455096271,2016-02-10 09:24:31, 2.50,411,515
1455096279,2016-02-10 09:24:39, 2.50,413,515
1455096287,2016-02-10 09:24:47, 2.50,411,515
1455096295,2016-02-10 09:24:55, 2.50,411,517
1455096304,2016-02-10 09:25:04, 2.50,411,516
1455096312,2016-02-10 09:25:12, 2.50,413,515
1455096320,2016-02-10 09:25:20, 2.50,412,516
1455096328,2016-02-10 09:25:28, 2.50,411,516
1455096336,2016-02-10 09:25:36, 2.50,412,517
1455096344,2016-02-10 09:25:44, 2.50,414,516
1455096352,2016-02-10 09:25:52, 2.50,413,515
1455096360,2016-02-10 09:26:00, 2.50,405,516
1455096368,2016-02-10 09:26:08, 2.50,411,515
1455096376,2016-02-10 09:26:16, 2.50,411,516
1455096384,2016-02-10 09:26:24, 2.50,414,515
1455096392,2016-02-10 09:26:32, 2.50,413,517
1455096400,2016-02-10 09:26:40, 2.50,414,515
1455096408,2016-02-10 09:26:48, 2.50,411,515
1455096417,2016-02-10 09:26:57, 2.50,413,515
1455096425,2016-02-10 09:27:05, 2.50,412,515
1455096433,2016-02-10 09:27:13, 2.75,411,515
1455096441,2016-02-10 09:27:21, 2.75,411,515
1455096449,2016-02-10 09:27:29, 2.75,412,517
1455096457,2016-02-10 09:27:37, 2.75,412,515
1455096465,2016-02-10 09:27:45, 2.75,413,515
1455096473,2016-02-10 09:27:53, 2.75,412,515
1455096481,2016-02-10 09:28:01, 2.75,411,515
1455096489,2016-02-10 09:28:09, 2.75,411,516
1455096497,2016-02-10 09:28:17, 2.75,422,515
1455096505,2016-02-10 09:28:25, 2.75,414,517
1455096513,2016-02-10 09:28:33, 2.75,412,517
1455096521,2016-02-10 09:28:41, 2.75,410,515
1455096530,2016-02-10 09:28:50, 2.75,412,517
1455096538,2016-02-10 09:28:58, 2.75,411,515
1455096546,2016-02-10 09:29:06, 2.75,411,517
1455096554,2016-02-10 09:29:14, 2.75,410,515
1455096562,2016-02-10 09:29:22, 2.75,412,517
1455096570,2016-02-10 09:29:30, 2.75,411,515
1455096578,2016-02-10 09:29:38, 2.75,410,515
1455096586,2016-02-10 09:29:46, 2.75,410,516
1455096594,2016-02-10 09:29:54, 2.75,411,517
1455096602,2016-02-10 09:30:02, 2.75,412,516
1455096610,2016-02-10 09:30:10, 2.75,412,515
1455096618,2016-02-10 09:30:18, 2.75,412,517
1455096626,2016-02-10 09:30:26, 2.75,410,517
1455096634,2016-02-10 09:30:34, 2.75,410,516
1455096643,2016-02-10 09:30:43, 2.75,410,515
1455096651,2016-02-10 09:30:51, 2.75,404,516
1455096659,2016-02-10 09:30:59, 2.75,408,515
1455096667,2016-02-10 09:31:07, 2.75,410,517
1455096675,2016-02-10 09:31:15, 2.75,410,516
1455096683,2016-02-10 09:31:23, 2.75,412,517
1455096691,2016-02-10 09:31:31, 2.75,400,517
1455096699,2016-02-10 09:31:39, 2.75,408,516
1455096707,2016-02-10 09:31:47, 2.75,410,516
1455096715,2016-02-10 09:31:55, 2.75,405,516
1455096723,2016-02-10 09:32:03, 2.75,409,515
1455096731,2016-02-10 09:32:11, 2.75,410,516
1455096739,2016-02-10 09:32:19, 2.75,410,516
1455096747,2016-02-10 09:32:27, 2.75,410,515
1455096756,2016-02-10 09:32:36, 2.75,409,516
1455096764,2016-02-10 09:32:44, 2.75,409,517
1455096772,2016-02-10 09:32:52, 2.75,410,517
1455096780,2016-02-10 09:33:00, 2.75,411,514
1455096788,2016-02-10 09:33:08, 2.75,411,516
1455096796,2016-02-10 09:33:16, 2.75,411,515
1455096804,2016-02-10 09:33:24, 2.75,404,515
1455096812,2016-02-10 09:33:32, 2.75,407,516
1455096820,2016-02-10 09:33:40, 2.75,410,517
1455096828,2016-02-10 09:33:48, 2.75,410,515
1455096836,2016-02-10 09:33:56, 2.75,404,517
1455096844,2016-02-10 09:34:04, 2.75,409,516
1455096852,2016-02-10 09:34:12, 2.75,410,515
1455096860,2016-02-10 09:34:20, 2.75,410,517
1455096869,2016-02-10 09:34:29, 2.75,411,515
1455096877,2016-02-10 09:34:37, 2.75,411,516
1455096885,2016-02-10 09:34:45, 2.75,410,515
1455096893,2016-02-10 09:34:53, 2.75,410,516
1455096901,2016-02-10 09:35:01, 2.75,411,516
1455096909,2016-02-10 09:35:09, 2.75,405,514
1455096917,2016-02-10 09:35:17, 2.75,409,516
1455096925,2016-02-10 09:35:25, 2.75,409,516
1455096933,2016-02-10 09:35:33, 2.75,410,517
1455096941,2016-02-10 09:35:41, 2.75,410,516
1455096949,2016-02-10 09:35:49, 2.75,411,517
1455096957,2016-02-10 09:35:57, 2.75,409,515
1455096965,2016-02-10 09:36:05, 2.75,410,516
1455096973,2016-02-10 09:36:13, 2.75,410,517
1455096981,2016-02-10 09:36:21, 2.75,410,515
1455096990,2016-02-10 09:36:30, 2.75,409,515
1455096998,2016-02-10 09:36:38, 2.75,409,517
1455097006,2016-02-10 09:36:46, 3.00,410,515
1455097014,2016-02-10 09:36:54, 3.00,410,517
1455097022,2016-02-10 09:37:02, 3.00,412,517
1455097030,2016-02-10 09:37:10, 3.00,411,515
1455097038,2016-02-10 09:37:18, 3.00,411,516
1455097046,2016-02-10 09:37:26, 3.00,410,516
1455097054,2016-02-10 09:37:34, 3.00,412,516
1455097062,2016-02-10 09:37:42, 3.00,411,516
1455097070,2016-02-10 09:37:50, 3.00,410,516
1455097078,2016-02-10 09:37:58, 3.00,410,517
1455097086,2016-02-10 09:38:06, 3.00,413,516
1455097094,2016-02-10 09:38:14, 3.00,411,516
1455097103,2016-02-10 09:38:23, 3.00,411,517
1455097111,2016-02-10 09:38:31, 3.00,411,515
1455097119,2016-02-10 09:38:39, 3.00,411,515
1455097127,2016-02-10 09:38:47, 3.00,411,515
1455097135,2016-02-10 09:38:55, 3.00,412,515
1455097143,2016-02-10 09:39:03, 3.00,411,515
1455097151,2016-02-10 09:39:11, 3.00,412,515
1455097159,2016-02-10 09:39:19, 3.00,411,516
1455097167,2016-02-10 09:39:27, 3.00,411,515
1455097175,2016-02-10 09:39:35, 3.00,406,516
1455097183,2016-02-10 09:39:43, 3.00,410,516
1455097191,2016-02-10 09:39:51, 3.00,410,515
1455097199,2016-02-10 09:39:59, 3.00,410,516
1455097207,2016-02-10 09:40:07, 3.00,411,516
1455097216,2016-02-10 09:40:16, 3.00,410,516
1455097224,2016-02-10 09:40:24, 3.00,408,515
1455097232,2016-02-10 09:40:32, 3.00,406,516
1455097240,2016-02-10 09:40:40, 3.00,406,515
1455097248,2016-02-10 09:40:48, 3.00,407,516
1455097256,2016-02-10 09:40:56, 3.00,409,516
1455097264,2016-02-10 09:41:04, 3.00,408,516
1455097272,2016-02-10 09:41:12, 3.00,406,515
1455097280,2016-02-10 09:41:20, 3.00,406,517
1455097288,2016-02-10 09:41:28, 3.00,407,515
1455097296,2016-02-10 09:41:36, 3.00,415,515
1455097304,2016-02-10 09:41:44, 3.00,410,515
1455097312,2016-02-10 09:41:52, 3.00,408,515
1455097320,2016-02-10 09:42:00, 3.00,408,515
1455097329,2016-02-10 09:42:09, 3.00,408,516
1455097337,2016-02-10 09:42:17, 3.00,416,515
1455097345,2016-02-10 09:42:25, 3.00,410,516
1455097353,2016-02-10 09:42:33, 3.00,407,515
1455097361,2016-02-10 09:42:41, 3.00,409,517
1455097369,2016-02-10 09:42:49, 3.00,408,516
1455097377,2016-02-10 09:42:57, 3.00,409,515
1455097385,2016-02-10 09:43:05, 3.00,408,516
1455097393,2016-02-10 09:43:13, 3.00,407,516
1455097401,2016-02-10 09:43:21, 3.00,406,517
1455097409,2016-02-10 09:43:29, 3.00,407,517
1455097417,2016-02-10 09:43:37, 3.00,408,517
1455097425,2016-02-10 09:43:45, 3.00,408,517
1455097433,2016-02-10 09:43:53, 3.00,408,516
1455097442,2016-02-10 09:44:02, 3.00,408,516
1455097450,2016-02-10 09:44:10, 3.00,408,517
1455097458,2016-02-10 09:44:18, 3.25,407,517
1455097466,2016-02-10 09:44:26, 3.25,407,515
1455097474,2016-02-10 09:44:34, 3.25,405,515
1455097482,2016-02-10 09:44:42, 3.25,405,516
1455097490,2016-02-10 09:44:50, 3.25,406,516
1455097498,2016-02-10 09:44:58, 3.25,406,516
1455097506,2016-02-10 09:45:06, 3.25,406,515
1455097514,2016-02-10 09:45:14, 3.25,407,516
1455097522,2016-02-10 09:45:22, 3.25,404,516
1455097530,2016-02-10 09:45:30, 3.25,407,517
1455097538,2016-02-10 09:45:38, 3.25,406,517
1455097546,2016-02-10 09:45:46, 3.25,405,516
1455097555,2016-02-10 09:45:55, 3.25,409,516
1455097563,2016-02-10 09:46:03, 3.25,409,516
1455097571,2016-02-10 09:46:11, 3.25,407,516
1455097579,2016-02-10 09:46:19, 3.25,407,516
1455097587,2016-02-10 09:46:27, 3.25,409,516
1455097595,2016-02-10 09:46:35, 3.25,409,514
1455097603,2016-02-10 09:46:43, 3.25,409,515
1455097611,2016-02-10 09:46:51, 3.25,409,517
1455097619,2016-02-10 09:46:59, 3.25,409,516
1455097627,2016-02-10 09:47:07, 3.25,408,516
1455097635,2016-02-10 09:47:15, 3.25,409,516
1455097643,2016-02-10 09:47:23, 3.25,408,517
1455097651,2016-02-10 09:47:31, 3.25,406,517
1455097659,2016-02-10 09:47:39, 3.25,405,515
1455097668,2016-02-10 09:47:48, 3.25,406,515
1455097676,2016-02-10 09:47:56, 3.25,406,516
1455097684,2016-02-10 09:48:04, 3.25,406,515
1455097692,2016-02-10 09:48:12, 3.25,405,516
1455097700,2016-02-10 09:48:20, 3.25,406,516
1455097708,2016-02-10 09:48:28, 3.25,407,515
1455097716,2016-02-10 09:48:36, 3.25,407,516
1455097724,2016-02-10 09:48:44, 3.25,404,516
1455097732,2016-02-10 09:48:52, 3.25,405,517
1455097740,2016-02-10 09:49:00, 3.25,405,516
1455097748,2016-02-10 09:49:08, 3.25,407,515
1455097756,2016-02-10 09:49:16, 3.25,403,516
1455097764,2016-02-10 09:49:24, 3.25,404,515
1455097772,2016-02-10 09:49:32, 3.25,405,515
1455097781,2016-02-10 09:49:41, 3.25,407,516
1455097789,2016-02-10 09:49:49, 3.25,407,515
1455097797,2016-02-10 09:49:57, 3.25,406,516
1455097805,2016-02-10 09:50:05, 3.25,408,517
1455097813,2016-02-10 09:50:13, 3.25,408,516
1455097821,2016-02-10 09:50:21, 3.25,404,516
1455097829,2016-02-10 09:50:29, 3.25,406,515
1455097837,2016-02-10 09:50:37, 3.25,407,517
1455097845,2016-02-10 09:50:45, 3.25,408,516
1455097853,2016-02-10 09:50:53, 3.25,406,516
1455097861,2016-02-10 09:51:01, 3.25,406,515
1455097869,2016-02-10 09:51:09, 3.25,405,516
1455097877,2016-02-10 09:51:17, 3.25,406,515
1455097885,2016-02-10 09:51:25, 3.25,403,515
1455097894,2016-02-10 09:51:34, 3.25,405,517
1455097902,2016-02-10 09:51:42, 3.25,407,515
1455097910,2016-02-10 09:51:50, 3.25,407,515
1455097918,2016-02-10 09:51:58, 3.25,405,516
1455097926,2016-02-10 09:52:06, 3.25,407,515
1455097934,2016-02-10 09:52:14, 3.25,406,515
1455097942,2016-02-10 09:52:22, 3.25,407,515
1455097950,2016-02-10 09:52:30, 3.25,407,517
1455097958,2016-02-10 09:52:38, 3.25,407,517
1455097966,2016-02-10 09:52:46, 3.25,409,516
1455097974,2016-02-10 09:52:54, 3.25,408,515
1455097982,2016-02-10 09:53:02, 3.25,406,517
1455097990,2016-02-10 09:53:10, 3.25,408,515
1455097998,2016-02-10 09:53:18, 3.25,407,515
1455098007,2016-02-10 09:53:27, 3.25,408,517
1455098015,2016-02-10 09:53:35, 3.25,408,515
1455098023,2016-02-10 09:53:43, 3.25,397,517
1455098031,2016-02-10 09:53:51, 3.50,406,517
1455098039,2016-02-10 09:53:59, 3.50,408,517
1455098047,2016-02-10 09:54:07, 3.50,409,516
1455098055,2016-02-10 09:54:15, 3.50,408,515
1455098063,2016-02-10 09:54:23, 3.50,408,516
1455098071,2016-02-10 09:54:31, 3.50,410,516
1455098079,2016-02-10 09:54:39, 3.50,407,515
1455098087,2016-02-10 09:54:47, 3.50,407,516
1455098095,2016-02-10 09:54:55, 3.50,409,516
1455098103,2016-02-10 09:55:03, 3.50,408,516
1455098111,2016-02-10 09:55:11, 3.50,408,516
1455098120,2016-02-10 09:55:20, 3.50,409,515
1455098128,2016-02-10 09:55:28, 3.50,408,517
1455098136,2016-02-10 09:55:36, 3.50,410,516
1455098144,2016-02-10 09:55:44, 3.50,409,516
1455098152,2016-02-10 09:55:52, 3.50,409,517
1455098160,2016-02-10 09:56:00, 3.50,411,516
1455098168,2016-02-10 09:56:08, 3.50,408,516
1455098176,2016-02-10 09:56:16, 3.50,409,517
1455098184,2016-02-10 09:56:24, 3.50,409,515
1455098192,2016-02-10 09:56:32, 3.50,410,515
1455098200,2016-02-10 09:56:40, 3.50,408,516
1455098208,2016-02-10 09:56:48, 3.50,410,516
1455098216,2016-02-10 09:56:56, 3.50,410,516
1455098224,2016-02-10 09:57:04, 3.50,409,515
1455098233,2016-02-10 09:57:13, 3.50,409,516
1455098241,2016-02-10 09:57:21, 3.50,408,515
1455098249,2016-02-10 09:57:29, 3.50,409,516
1455098257,2016-02-10 09:57:37, 3.50,405,517
1455098265,2016-02-10 09:57:45, 3.50,409,516
1455098273,2016-02-10 09:57:53, 3.50,409,516
1455098281,2016-02-10 09:58:01, 3.50,410,516
1455098289,2016-02-10 09:58:09, 3.50,409,515
1455098297,2016-02-10 09:58:17, 3.50,410,516
1455098305,2016-02-10 09:58:25, 3.50,407,516
1455098313,2016-02-10 09:58:33, 3.50,400,516
1455098321,2016-02-10 09:58:41, 3.50,406,515
1455098329,2016-02-10 09:58:49, 3.50,408,516
1455098337,2016-02-10 09:58:57, 3.50,408,517
1455098346,2016-02-10 09:59:06, 3.50,409,516
1455098354,2016-02-10 09:59:14, 3.50,409,516
1455098362,2016-02-10 09:59:22, 3.50,408,516
1455098370,2016-02-10 09:59:30, 3.50,408,517
1455098378,2016-02-10 09:59:38, 3.50,410,516
1455098386,2016-02-10 09:59:46, 3.50,410,517
1455098394,2016-02-10 09:59:54, 3.50,408,515
1455098402,2016-02-10 10:00:02, 3.50,409,516
1455098410,2016-02-10 10:00:10, 3.50,404,517
1455098418,2016-02-10 10:00:18, 3.75,410,515
1455098426,2016-02-10 10:00:26, 3.75,410,517
1455098434,2016-02-10 10:00:34, 3.75,409,516
1455098442,2016-02-10 10:00:42, 3.75,410,516
1455098450,2016-02-10 10:00:50, 3.75,409,517
1455098459,2016-02-10 10:00:59, 3.75,408,515
1455098467,2016-02-10 10:01:07, 3.75,408,516
1455098475,2016-02-10 10:01:15, 3.75,410,516
1455098483,2016-02-10 10:01:23, 3.75,409,517
1455098491,2016-02-10 10:01:31, 3.75,407,517
1455098499,2016-02-10 10:01:39, 3.75,408,516
1455098507,2016-02-10 10:01:47, 3.75,408,516
1455098515,2016-02-10 10:01:55, 3.75,407,515
1455098523,2016-02-10 10:02:03, 3.75,408,516
1455098531,2016-02-10 10:02:11, 3.75,408,516
1455098539,2016-02-10 10:02:19, 3.75,409,516
